Id,Price
725,170906.9724522656
15856,235716.86888055954
5480,228706.46166015055
15664,318988.9245315509
14275,139015.10658568953
7633,205969.08196435208
13329,169631.34222052005
5502,215883.86726279467
4220,303191.81982691283
11538,211800.44471062685
15975,268453.8176189234
3310,219076.83650127184
9286,151738.21847224538
11260,187010.73869785038
5214,107502.90123422306
11307,180042.3501559252
13543,384686.27931061975
615,178774.0691607368
3495,220486.23073362044
2321,236525.00781223754
12046,183448.61699130866
16688,143297.8813676786
12694,227561.82455820512
783,152988.1526032646
8968,169386.55305452607
13454,173299.86531220973
12190,255553.9696569477
11160,112837.31558546815
10291,196783.94628504303
891,281375.21653852967
2982,180846.12437727585
3818,263846.16117671726
2449,196417.68004169437
8317,170564.96507296956
4922,179210.02670490104
1257,236641.85133872216
9348,235431.61060783916
4176,179099.23585499302
10704,159347.91909903465
6624,115521.75513182454
5428,173990.2775823833
12749,178235.67315831638
8994,209239.19277257635
11513,142946.38000510025
3047,191947.5689181402
9519,219914.3174302489
12309,245002.58626312375
14081,267063.063846475
8334,251218.45049900317
6343,177581.8102978608
14788,128875.90919886627
15748,327793.22680814285
153,247558.17955188954
14149,186401.20657804146
269,191274.6829732102
5452,136017.46086985143
721,165255.94138051846
5079,338343.31644321996
2831,117830.5787148077
10614,113943.81753026655
10131,257511.38016728836
9996,301594.1134331364
3061,196184.43939296846
11733,321915.52016345214
3726,283537.30244057765
10929,215261.3968455116
9011,286337.68757857056
16182,275560.4032938611
4976,181435.63916976587
9897,240148.35177421215
1872,148220.08152244674
9205,381902.3654763441
5403,388413.97965799243
14074,198112.3171283427
6268,154932.68688887366
14232,168439.3694165251
8532,230226.6641332063
7034,309490.09397301293
6553,381814.5764130159
3133,170476.4884974748
8596,201073.17939572697
12389,255530.9925009442
14462,178808.09621737187
8860,327052.8640840531
8377,278561.4890624691
6367,319747.87901751307
6917,254870.19041344433
4216,188686.76286332667
5806,172180.240947916
5438,186324.6670867664
6632,208456.25520324757
2650,152083.92961426722
5396,195360.94336922094
4044,152063.62565248404
1345,242836.99344776283
856,175250.50106408744
12791,253615.61256395
12499,216123.4194458389
12249,129482.21097321875
14641,139271.22992885445
1919,164801.60116670086
7848,202138.45393239183
10749,183034.15783642686
15554,181018.6340092738
15834,179763.71216454188
1355,148626.23035889203
15451,172827.8604547908
12401,209655.0270985138
10290,170959.1617467828
9462,120394.32065738739
3103,236878.47436259914
3420,140550.07634781292
12262,238657.70041899878
5032,144316.8896772417
8949,301714.2267150848
15567,226067.33945475493
16389,165808.5208657707
7809,87025.59945037753
8990,173056.42425536035
16089,260486.38744346544
12743,101679.47131905411
5132,124022.63665498802
1619,286795.7191931226
2428,102263.64765565787
16741,164533.86090681877
13193,224771.92729901758
12588,508298.34423144144
5067,171773.11349230164
14685,127094.35890297439
2292,175277.94702926767
5746,124840.9861755164
12578,163549.633264537
14834,174679.75380244863
2147,177753.1340677205
8222,130621.62000681726
10419,265817.96960231883
11492,205194.99499096238
3006,210099.01230276885
8761,196157.15907566308
15371,311060.55592961726
16367,154852.15732554963
6317,276611.8600065403
10878,278152.5808958668
3895,153683.5377377306
8041,174128.00492574117
13428,455876.02024538064
14669,155784.7628919987
1006,181073.49123413026
12271,180183.4174910705
3764,420406.086190692
7675,192489.496390494
11709,287345.49524324754
8629,160234.76597252896
1105,281210.2213836376
6096,176006.1689875235
11727,213078.28293648816
5157,166746.43131037484
3679,155561.57944957103
1755,145350.0659713103
7391,190399.3559816791
7425,100004.66421509377
6882,337479.22387708485
10752,370333.71123352105
7472,213194.39355463858
14320,101306.85292073178
9596,161223.41375380204
5317,207416.24632667188
7378,87248.08893327722
16154,183104.2803760565
3464,195743.7651743329
4197,231631.0509406162
9477,117138.83571608564
12705,196823.50438705483
16426,203902.79487366026
1481,68258.68794690326
9946,249564.48606938883
12025,220669.58111322322
5341,234710.9826949099
9923,291793.50609916646
7953,249252.54613031112
11066,252214.4136486099
5037,178186.32762721204
2509,188254.3806623895
4937,303783.5484853388
12089,384740.24327472365
4964,178400.53689102587
16500,277667.28351561015
4625,152105.7510656581
2363,419565.1196673333
8148,184079.97922162924
3804,180558.84008180498
4584,163422.14776337516
10694,107889.44611220688
2691,175447.4192485563
2983,222359.5191244188
13563,363790.78776635585
10747,217476.50497237965
1721,201387.7252916978
2789,285612.041713467
7214,253434.99691358663
8659,235848.74556720897
5107,291100.13122201746
3843,233013.44132510244
14610,405275.3522272743
15505,171997.43681706674
5060,266582.0241474739
16055,246198.35547878742
14963,191999.9103419907
4118,149518.99273889192
1672,197778.8837840344
3209,189318.95077919483
16515,143972.66830281893
973,175433.9938325025
12529,182542.5381168323
5896,118248.07281779325
5450,263233.57840142434
3249,166093.06236491405
8911,176401.15649811213
5898,243233.53052532105
1024,180230.31774343926
4766,205413.36542780173
15804,187318.92698786472
14303,202362.7746082765
10707,188052.46613400898
6605,211214.43449099467
1138,409038.08852160146
14088,440954.4569988741
9154,183034.9820431551
8190,198300.3134692387
398,264731.8933824237
13302,260390.83893741143
9696,152677.62053411343
16786,119197.26160479545
16230,187881.71113211237
6552,181319.67661714298
923,223255.87321268753
9602,273091.0693969756
5857,264661.1197733893
8120,176776.5813530427
7134,184820.56877020278
11726,171122.06326194733
8069,117388.00423780955
12420,175769.80469784327
8604,187820.91743988957
4854,270858.4254007002
12212,183429.37427066834
12099,357133.1940650541
3882,401684.79571742326
6995,313488.8272235353
10172,208086.61493000668
11672,323413.9820306682
12897,274186.96247862506
16097,188379.07143813235
6779,272400.7421340755
11199,194778.53150080267
10816,381504.2705292065
143,422707.83500976907
5399,248701.52266346943
3286,157163.66170705864
13706,202645.62016758643
1935,403848.6377167818
16000,184909.55092845115
2860,203483.74513129448
11407,187799.11769239535
16378,278869.10301980824
12278,179590.88878254022
3842,179073.6923429246
2692,338736.8165808031
7699,184538.72705401984
6825,280852.88716888183
7268,348800.773534701
1477,361206.1651600234
9887,180987.35841332033
9436,184875.50491344134
3179,248703.66948710804
1350,475803.8284630273
10643,205872.8505813922
5793,229660.4280718305
11494,394814.11144505104
4206,192514.804463388
12419,238663.94677277943
8530,236486.10604715263
5985,148915.95855912907
8908,202922.96610272143
256,124988.11009123019
7234,173929.96602441455
5648,212627.71646958363
3014,222820.43037425424
2184,187947.62417501374
9189,287135.47927164834
14884,187415.8603875169
10333,186675.14701675926
15896,138754.69416547552
13269,150311.92376771255
8603,240976.20429413684
15087,176707.56904235977
4344,185431.4826484531
7981,71091.57941372745
10908,236731.1465339231
6190,174609.6626227659
11742,209841.71879050578
9224,144226.25802071334
14667,213156.03483251162
458,192381.4864872562
2464,343205.56680517696
12320,238793.64410574266
278,206754.32577667583
2912,211249.43830808572
6698,221333.2581140796
4510,127092.08738626246
4183,183701.97876806912
5551,227852.91099008045
12187,179583.7385684756
7948,214738.1834771043
10808,187818.51655011758
12432,178912.9942183891
5356,181896.48083745164
8984,484082.946097047
9203,184947.68228762253
15412,84632.05206518309
12041,132235.34450440644
7644,278242.48094471096
7071,192370.4528823427
10685,178291.12163319896
6763,230044.49617420166
940,136588.51673953002
14959,193143.92673627046
1338,154032.06212376535
5351,132404.8924837878
6524,189812.59821713757
12516,153509.9179873278
3288,253337.96282810025
3146,234796.06907754994
